requestID;source;destination;{function1[r1,r2,r3], Function2[r1,r2,r3], Function3[r1,r2,r3]};RequestedBandwidth
52;20;8;['F5', 'F2'];5
53;9;2;['F2'];5
54;10;9;['F3', 'F5'];5
55;20;6;['F2', 'F1', 'F4', 'F6'];5
56;15;6;['F5', 'F3', 'F1', 'F2'];5
57;10;20;['F3', 'F4', 'F6', 'F2'];5
58;9;12;['F2', 'F1', 'F6', 'F4'];5
59;14;1;['F4', 'F6', 'F3'];5
60;4;1;['F2'];5
61;16;12;['F5'];5
62;10;8;['F2', 'F1', 'F6', 'F5', 'F3'];5
63;20;7;['F3', 'F1', 'F4', 'F5', 'F6'];5
64;2;4;['F1', 'F4', 'F2'];5
65;19;20;['F6', 'F3', 'F4'];5
66;2;18;['F5'];5
67;1;10;['F4', 'F3'];5
68;11;6;['F3'];5
69;2;9;['F2'];5
70;6;8;['F2', 'F3', 'F4', 'F5'];5
71;13;2;['F3', 'F6', 'F1'];5
72;1;4;['F5', 'F1'];5
73;20;1;['F6', 'F3', 'F1', 'F5'];5
74;2;6;['F5', 'F2', 'F6'];5
75;4;20;['F2', 'F5', 'F6'];5
76;6;15;['F2', 'F6'];5
77;2;18;['F2', 'F3'];5
78;11;17;['F1'];5
79;6;18;['F3'];5
80;17;16;['F5', 'F1'];5
81;4;10;['F5'];5
82;14;7;['F6', 'F1'];5
83;10;9;['F5', 'F1', 'F6', 'F3', 'F4'];5
84;8;15;['F2', 'F6'];5
85;20;6;['F2'];5
86;13;19;['F4', 'F3', 'F2', 'F1'];5
87;3;17;['F1', 'F5', 'F4', 'F3'];5
88;18;3;['F3'];5
89;12;4;['F3'];5
90;14;6;['F4', 'F5'];5
91;5;19;['F1', 'F6'];5
92;17;7;['F5', 'F4', 'F2', 'F3'];5
93;6;5;['F4', 'F6', 'F1'];5
94;2;18;['F5', 'F1', 'F2'];5
95;4;8;['F3', 'F6'];5
96;4;19;['F3', 'F6', 'F1'];5
97;18;19;['F1', 'F6', 'F5'];5
98;8;5;['F4'];5
99;7;20;['F5', 'F6', 'F2'];5
100;1;12;['F4', 'F6', 'F2'];5
101;7;1;['F2', 'F3', 'F6', 'F5'];5
102;8;15;['F3', 'F6', 'F1', 'F5'];5
103;18;10;['F2', 'F5', 'F3'];5
104;11;16;['F3', 'F1'];5
105;16;1;['F2', 'F1', 'F4', 'F3'];5
106;8;2;['F4', 'F1', 'F5', 'F2'];5
107;1;13;['F6', 'F5', 'F4'];5
108;13;10;['F1', 'F4', 'F3'];5
109;7;13;['F5', 'F1', 'F3'];5
110;7;11;['F2'];5
111;17;13;['F6', 'F3', 'F1'];5
112;16;9;['F5', 'F6', 'F3', 'F4'];5
113;19;7;['F5', 'F3', 'F2'];5
114;18;11;['F6'];5
115;14;19;['F3', 'F2', 'F6', 'F5'];5
116;20;19;['F2'];5
117;8;2;['F4', 'F3'];5
118;9;8;['F5', 'F6', 'F4', 'F1'];5
119;14;10;['F2', 'F3', 'F1', 'F5', 'F4'];5
120;17;11;['F4', 'F3', 'F1', 'F5'];5
121;17;5;['F1', 'F4'];5
122;14;17;['F5', 'F4', 'F2', 'F1'];5
123;12;8;['F1'];5
124;9;10;['F3', 'F4', 'F1'];5
125;15;10;['F2', 'F5'];5
126;14;13;['F6', 'F3'];5
127;13;1;['F5', 'F1', 'F2'];5
128;7;2;['F1', 'F3'];5
129;18;15;['F5', 'F6', 'F3'];5
130;20;1;['F3', 'F2'];5
131;1;15;['F3', 'F1'];5
132;19;14;['F3', 'F4', 'F1', 'F6', 'F5'];5
133;8;20;['F3', 'F4'];5
134;15;2;['F1'];5
135;5;3;['F4'];5
136;10;13;['F5'];5
137;7;20;['F6', 'F2', 'F5', 'F3'];5
138;8;1;['F2', 'F4', 'F5', 'F6'];5
139;11;13;['F1', 'F6'];5
140;4;8;['F3', 'F4'];5
141;6;2;['F3', 'F1', 'F4', 'F2'];5
142;16;17;['F3', 'F5', 'F2'];5
143;17;1;['F6', 'F5', 'F1', 'F3'];5
144;6;12;['F1', 'F3', 'F4', 'F6'];5
145;18;17;['F2', 'F5', 'F6', 'F1', 'F3'];5
146;15;5;['F1'];5
147;5;1;['F1', 'F3', 'F4'];5
148;8;14;['F4', 'F2', 'F1', 'F5'];5
149;5;1;['F3', 'F1'];5
150;19;11;['F1'];5
151;4;6;['F5', 'F6', 'F4'];5
152;18;1;['F5', 'F1', 'F4'];5
153;6;10;['F3', 'F5', 'F4', 'F1'];5
154;4;7;['F4', 'F5', 'F3'];5
155;6;5;['F1', 'F6', 'F4'];5
156;13;4;['F5'];5
157;9;8;['F1', 'F3', 'F2'];5
158;6;13;['F3'];5
159;16;5;['F3', 'F5'];5
160;12;5;['F5', 'F3', 'F1'];5
161;4;16;['F1'];5
162;19;7;['F4'];5
163;15;18;['F4'];5
164;19;13;['F6', 'F1', 'F3'];5
165;3;5;['F3', 'F4', 'F6'];5
166;6;17;['F1', 'F5'];5
167;8;1;['F1', 'F2', 'F4'];5
168;13;8;['F1', 'F3'];5
169;16;14;['F3', 'F4', 'F1', 'F2'];5
170;17;5;['F5'];5
171;2;12;['F3', 'F1', 'F6', 'F5'];5
172;1;10;['F6'];5
173;1;6;['F5', 'F6'];5
174;9;18;['F4'];5
175;16;1;['F2', 'F5', 'F3'];5
176;10;16;['F3', 'F4', 'F6', 'F5', 'F1', 'F2'];5
177;14;3;['F4', 'F2'];5
178;14;4;['F2'];5
179;3;10;['F5', 'F3', 'F2'];5
180;10;4;['F1', 'F6', 'F3', 'F2'];5
181;18;19;['F4', 'F5', 'F6'];5
182;18;13;['F4', 'F1'];5
183;19;15;['F3', 'F1', 'F4'];5
184;8;15;['F4', 'F1', 'F3'];5
185;18;7;['F1', 'F2', 'F3', 'F4'];5
186;7;15;['F2', 'F5', 'F6'];5
187;11;2;['F5', 'F2'];5
188;8;16;['F3'];5
189;4;9;['F2', 'F4', 'F6', 'F1'];5
190;17;15;['F4', 'F1', 'F3'];5
191;7;3;['F6', 'F1', 'F4', 'F2'];5
192;15;18;['F1', 'F3', 'F5'];5
193;20;2;['F2', 'F4', 'F3', 'F1'];5
194;1;12;['F3'];5
195;2;4;['F3', 'F2'];5
196;1;4;['F5', 'F3', 'F4'];5
197;14;5;['F3', 'F5', 'F6'];5
198;13;9;['F2', 'F4'];5
199;1;16;['F5', 'F4', 'F1'];5
200;8;13;['F1'];5
201;6;5;['F5'];5
202;13;10;['F3', 'F5', 'F2'];5
203;7;16;['F6', 'F1', 'F3'];5
204;1;4;['F2', 'F5', 'F1'];5
205;11;7;['F3', 'F2', 'F6', 'F4'];5
206;5;16;['F3', 'F2'];5
207;12;14;['F3'];5
208;15;7;['F5', 'F3'];5
209;8;3;['F1', 'F2'];5
210;8;19;['F1', 'F3'];5
211;20;17;['F4', 'F2', 'F1', 'F5'];5
212;18;7;['F5', 'F2'];5
213;2;12;['F1'];5
214;3;1;['F6', 'F2', 'F3', 'F4', 'F1'];5
215;9;7;['F4', 'F3', 'F5', 'F2', 'F1'];5
216;16;8;['F6', 'F2', 'F1', 'F5'];5
217;3;2;['F1', 'F4', 'F6'];5
218;2;1;['F2', 'F4'];5
219;20;1;['F1', 'F3'];5
220;4;1;['F4'];5
221;13;4;['F3', 'F5'];5
222;4;2;['F5', 'F1', 'F6', 'F4'];5
223;8;15;['F1', 'F5'];5
224;9;7;['F3', 'F4', 'F5'];5
225;6;18;['F2', 'F5'];5
226;20;19;['F1', 'F5'];5
227;10;7;['F3'];5
228;15;8;['F2', 'F4', 'F5'];5
229;16;1;['F6', 'F3'];5
230;9;10;['F6', 'F5'];5
231;12;6;['F6', 'F5', 'F3', 'F4'];5
232;8;14;['F3', 'F2'];5
233;3;2;['F3', 'F1', 'F2', 'F5'];5
234;16;20;['F1', 'F3'];5
235;4;13;['F4', 'F5'];5
236;11;20;['F6', 'F2'];5
237;5;16;['F5', 'F1'];5
238;8;15;['F5', 'F4', 'F1', 'F6'];5
239;6;14;['F6'];5
240;10;17;['F4', 'F2'];5
241;9;20;['F3', 'F1', 'F6'];5
242;3;18;['F1', 'F5'];5
243;9;13;['F1', 'F2', 'F3'];5
244;11;9;['F3', 'F4'];5
245;9;16;['F3', 'F5', 'F4', 'F2'];5
246;13;18;['F2', 'F3'];5
247;2;6;['F4', 'F3', 'F1'];5
248;4;9;['F3', 'F4', 'F1', 'F5', 'F6', 'F2'];5
249;9;10;['F1', 'F2', 'F3', 'F6'];5
250;6;8;['F1'];5
251;20;4;['F3', 'F2', 'F1', 'F6', 'F5'];5
252;11;17;['F3', 'F1', 'F5'];5
253;3;18;['F4', 'F5'];5
254;13;7;['F1'];5
255;20;8;['F2'];5
256;16;20;['F1'];5
257;10;9;['F2', 'F6', 'F1', 'F4', 'F5'];5
258;3;17;['F4', 'F6', 'F3', 'F2'];5
259;16;17;['F1', 'F2'];5
260;3;19;['F4', 'F2', 'F3'];5
261;2;8;['F6', 'F3'];5
262;17;19;['F6', 'F4', 'F5', 'F3'];5
263;2;19;['F5', 'F6', 'F1', 'F3'];5
264;15;13;['F4'];5
265;9;19;['F5'];5
266;7;5;['F6', 'F1', 'F5', 'F2'];5
267;7;9;['F4', 'F3', 'F2'];5
268;16;2;['F5', 'F3'];5
269;5;14;['F3', 'F2', 'F4', 'F5'];5
270;3;16;['F3', 'F2'];5
271;5;14;['F1', 'F3', 'F4', 'F2'];5
272;8;17;['F4', 'F1', 'F3'];5
273;9;6;['F2'];5
274;2;7;['F1'];5
275;5;10;['F5', 'F6', 'F1', 'F4'];5
276;3;20;['F4', 'F2', 'F1', 'F5'];5
277;2;18;['F2', 'F3', 'F6', 'F5'];5
278;16;18;['F5', 'F3'];5
279;19;7;['F3'];5
280;12;2;['F1', 'F2', 'F3', 'F6'];5
281;11;19;['F3', 'F5', 'F6', 'F4', 'F2'];5
282;2;4;['F4', 'F3', 'F1', 'F6'];5
283;14;9;['F3'];5
284;12;18;['F1', 'F6'];5
285;2;20;['F1', 'F2', 'F5'];5
286;6;10;['F3', 'F1', 'F6'];5
287;10;15;['F4', 'F5', 'F1'];5
288;11;3;['F4', 'F3', 'F2'];5
289;14;17;['F4', 'F5', 'F1', 'F2'];5
290;9;16;['F6', 'F4', 'F5', 'F3'];5
291;10;9;['F6', 'F4', 'F3'];5
292;4;5;['F6'];5
293;12;20;['F6', 'F1', 'F2'];5
294;12;5;['F2', 'F6', 'F5', 'F1'];5
295;11;18;['F4', 'F1', 'F3', 'F6'];5
296;18;14;['F3', 'F4', 'F2'];5
297;11;12;['F1', 'F6'];5
298;2;3;['F5', 'F1', 'F4'];5
299;18;14;['F4', 'F6', 'F2'];5
300;1;6;['F1', 'F6', 'F4'];5
301;14;12;['F5', 'F2', 'F4', 'F6', 'F3'];5
302;9;10;['F5', 'F1', 'F6'];5
303;14;6;['F6'];5
304;1;8;['F6', 'F3', 'F1', 'F2'];5
305;1;9;['F5', 'F4', 'F3'];5
306;16;1;['F1'];5
307;10;20;['F6', 'F2'];5
308;19;9;['F6', 'F4'];5
309;8;4;['F1', 'F6'];5
310;11;20;['F5', 'F3', 'F6', 'F2'];5
311;13;17;['F4', 'F3', 'F6', 'F5'];5
312;16;4;['F5', 'F3'];5
313;8;14;['F6', 'F5', 'F1', 'F4'];5
314;15;13;['F5'];5
315;2;12;['F3', 'F1', 'F4', 'F6'];5
316;20;10;['F4', 'F6'];5
317;17;14;['F3'];5
318;16;19;['F5'];5
319;19;16;['F1', 'F4', 'F5', 'F3', 'F6'];5
320;11;13;['F6', 'F1', 'F2'];5
321;9;18;['F5', 'F6'];5
322;7;2;['F4', 'F1'];5
323;19;8;['F3', 'F1', 'F2'];5
324;3;6;['F2', 'F6'];5
325;7;12;['F5', 'F1'];5
326;15;1;['F2', 'F6', 'F1'];5
327;7;1;['F2', 'F3', 'F6', 'F1', 'F5'];5
328;13;18;['F1', 'F4', 'F6', 'F5'];5
329;2;5;['F5'];5
330;13;7;['F1', 'F3'];5
331;6;9;['F1', 'F3'];5
332;16;8;['F4', 'F6', 'F5'];5
333;14;3;['F2', 'F4', 'F5', 'F3'];5
334;7;6;['F5', 'F4', 'F3', 'F2'];5
335;2;14;['F2', 'F5', 'F1', 'F6'];5
336;13;1;['F4', 'F3'];5
337;12;1;['F5', 'F6'];5
338;15;4;['F5'];5
339;17;20;['F3', 'F4', 'F6', 'F5'];5
340;13;19;['F3'];5
341;13;11;['F4', 'F5', 'F1'];5
342;1;7;['F4', 'F2', 'F5', 'F6', 'F1'];5
343;18;2;['F3', 'F6', 'F1'];5
344;9;3;['F6', 'F4', 'F1'];5
345;6;3;['F3', 'F6', 'F5', 'F2'];5
346;10;9;['F4', 'F6', 'F2'];5
347;17;14;['F5', 'F6', 'F3'];5
348;14;10;['F4', 'F5', 'F6', 'F2'];5
349;6;19;['F3', 'F5', 'F2'];5
350;7;11;['F5'];5
351;19;10;['F4', 'F6', 'F5'];5
352;13;4;['F5', 'F4', 'F6'];5
353;9;2;['F3', 'F1', 'F5', 'F4'];5
354;15;1;['F4', 'F3'];5
355;4;8;['F3'];5
356;12;11;['F4', 'F2'];5
357;5;7;['F3', 'F5', 'F4'];5
358;19;9;['F4'];5
359;9;10;['F1', 'F3', 'F6', 'F5', 'F2', 'F4'];5
360;7;13;['F2', 'F4', 'F5'];5
361;3;12;['F5'];5
362;2;19;['F2', 'F3', 'F6', 'F4', 'F5'];5
363;12;6;['F4', 'F5', 'F2', 'F1'];5
364;6;18;['F3'];5
365;12;14;['F2', 'F4', 'F5'];5
366;11;20;['F4', 'F5'];5
367;12;5;['F2', 'F6', 'F4', 'F5'];5
368;5;19;['F4', 'F6'];5
369;8;2;['F2'];5
370;19;5;['F1', 'F5', 'F6', 'F4', 'F3'];5
371;6;1;['F1', 'F4'];5
372;17;9;['F5', 'F1'];5
373;18;2;['F3', 'F5'];5
374;9;17;['F6'];5
375;6;1;['F6', 'F3'];5
376;2;6;['F2', 'F1', 'F3'];5
377;12;8;['F6', 'F3', 'F4'];5
378;12;14;['F3', 'F2'];5
379;15;8;['F5', 'F1', 'F2', 'F3'];5
380;3;7;['F2', 'F3'];5
381;7;14;['F2', 'F1'];5
382;16;13;['F2'];5
383;6;18;['F2', 'F1'];5
384;13;12;['F5', 'F1', 'F6', 'F3'];5
385;14;9;['F5', 'F2', 'F4', 'F3'];5
386;9;15;['F4', 'F1', 'F6'];5
387;4;19;['F3', 'F1', 'F5', 'F4'];5
388;10;18;['F4', 'F3', 'F5', 'F6'];5
389;3;16;['F6'];5
390;16;17;['F3'];5
391;15;7;['F6', 'F3', 'F2'];5
392;9;13;['F4', 'F5'];5
393;18;1;['F3', 'F4', 'F6'];5
394;3;14;['F2', 'F3'];5
395;3;18;['F3'];5
396;11;3;['F6', 'F4', 'F5', 'F3', 'F1'];5
397;9;16;['F1', 'F6'];5
398;20;8;['F4', 'F3'];5
399;9;3;['F4', 'F6', 'F3'];5
400;2;16;['F1', 'F2', 'F3', 'F4', 'F6', 'F5'];5
401;6;13;['F2', 'F4', 'F6'];5
402;17;18;['F6', 'F3', 'F1'];5
403;9;18;['F5'];5
404;14;1;['F1', 'F6'];5
405;3;5;['F3', 'F1', 'F6', 'F2'];5
406;7;1;['F6'];5
407;7;18;['F5', 'F2', 'F6', 'F4'];5
408;7;3;['F5'];5
409;14;10;['F2', 'F4', 'F1'];5
410;3;20;['F3', 'F4'];5
411;7;12;['F2'];5
412;11;10;['F6', 'F3', 'F1', 'F4'];5
413;12;1;['F4', 'F6', 'F1', 'F3'];5
414;18;9;['F5'];5
415;14;4;['F2', 'F3', 'F6'];5
416;18;11;['F1', 'F2'];5
417;7;1;['F6', 'F5', 'F4'];5
418;8;19;['F4'];5
419;1;7;['F3', 'F5', 'F1'];5
420;10;12;['F1', 'F2', 'F5', 'F4', 'F6', 'F3'];5
421;15;6;['F2', 'F5'];5
422;18;12;['F5'];5
423;13;5;['F2', 'F6'];5
424;20;16;['F6', 'F2'];5
425;2;16;['F4', 'F3', 'F6'];5
426;11;8;['F2', 'F1'];5
427;18;6;['F5', 'F2', 'F3'];5
428;11;7;['F1', 'F2', 'F4'];5
429;18;3;['F3', 'F6', 'F2'];5
430;2;4;['F5', 'F1', 'F2', 'F4'];5
431;9;1;['F2', 'F1', 'F6', 'F5'];5
432;15;12;['F6'];5
433;19;10;['F6', 'F2'];5
434;10;12;['F5'];5
435;2;9;['F6', 'F2'];5
436;11;13;['F3'];5
437;6;7;['F1', 'F2', 'F5'];5
438;13;5;['F5'];5
439;14;16;['F3'];5
440;12;20;['F4', 'F1'];5
441;6;2;['F6', 'F1', 'F4'];5
442;8;14;['F2', 'F4'];5
443;9;4;['F5'];5
444;1;16;['F1'];5
445;8;19;['F1'];5
446;12;20;['F6'];5
447;11;16;['F1', 'F5', 'F6'];5
448;1;8;['F4'];5
449;13;4;['F1', 'F2', 'F3', 'F6'];5
450;13;7;['F3'];5
451;19;9;['F3', 'F2'];5
452;19;5;['F6'];5
453;12;18;['F1', 'F2', 'F5', 'F6'];5
454;3;9;['F4', 'F5', 'F3'];5
455;14;1;['F3'];5
456;1;3;['F6', 'F5', 'F2', 'F3'];5
457;12;10;['F3'];5
458;15;12;['F6', 'F5', 'F1', 'F4'];5
459;18;9;['F2', 'F4', 'F3', 'F1', 'F5'];5
460;8;10;['F2', 'F6'];5
461;19;8;['F4', 'F5'];5
462;1;10;['F1', 'F6', 'F4', 'F5'];5
463;20;4;['F3', 'F2', 'F5', 'F6'];5
464;6;8;['F3'];5
465;13;15;['F2', 'F3', 'F6'];5
466;13;18;['F6', 'F1'];5
467;9;8;['F1', 'F2', 'F3', 'F6'];5
468;18;8;['F2', 'F4', 'F3'];5
469;10;1;['F2', 'F5'];5
470;16;18;['F5', 'F4'];5
471;11;2;['F4', 'F3', 'F5', 'F2'];5
472;16;12;['F5', 'F3', 'F2', 'F4'];5
473;12;1;['F3'];5
474;20;15;['F4', 'F6', 'F2'];5
475;4;11;['F2', 'F4', 'F3'];5
476;19;15;['F5', 'F2', 'F6'];5
477;19;9;['F6', 'F4', 'F5'];5
478;17;19;['F6', 'F2', 'F5'];5
479;11;9;['F3', 'F1', 'F4'];5
480;7;5;['F3', 'F6'];5
481;16;4;['F2', 'F5', 'F3'];5
482;13;4;['F5', 'F4', 'F2', 'F1'];5
483;20;5;['F5', 'F6', 'F2'];5
484;16;8;['F6'];5
485;7;6;['F1', 'F5'];5
486;3;1;['F2', 'F4', 'F1'];5
487;6;4;['F6', 'F1', 'F4'];5
488;17;5;['F2'];5
489;11;15;['F4'];5
490;5;10;['F2'];5
491;3;4;['F1', 'F5', 'F2'];5
492;10;16;['F5', 'F4', 'F1', 'F2', 'F3'];5
493;6;20;['F5'];5
494;3;7;['F4', 'F3', 'F2', 'F6', 'F5'];5
495;19;14;['F6', 'F5', 'F2', 'F1'];5
496;18;6;['F1', 'F5', 'F2', 'F3', 'F6'];5
497;5;20;['F4', 'F6'];5
498;13;6;['F3'];5
499;4;7;['F2', 'F3'];5
500;5;4;['F1', 'F6'];5
501;16;18;['F5'];5
502;16;10;['F5', 'F6'];5
503;7;5;['F5', 'F2', 'F3', 'F6'];5
504;19;10;['F2', 'F1'];5
505;13;18;['F2', 'F5', 'F6', 'F1', 'F4'];5
506;11;4;['F4'];5
507;4;6;['F3', 'F2', 'F1', 'F4', 'F5'];5
508;18;5;['F2', 'F4', 'F1'];5
509;8;7;['F2'];5
510;18;4;['F6', 'F3', 'F1'];5
511;17;18;['F2', 'F4'];5
512;10;9;['F2'];5
513;15;3;['F4'];5
514;19;6;['F2', 'F5', 'F1', 'F3'];5
515;17;8;['F2', 'F5', 'F6'];5
516;5;12;['F6', 'F2', 'F5'];5
517;18;5;['F1', 'F6', 'F4'];5
518;1;3;['F4', 'F3'];5
519;6;11;['F4', 'F5', 'F6'];5
520;12;8;['F6', 'F3', 'F4'];5
521;14;1;['F5', 'F3'];5
522;19;2;['F2'];5
523;15;5;['F2', 'F4', 'F1', 'F5'];5
524;11;14;['F4', 'F3'];5
525;5;9;['F3', 'F4'];5
526;10;12;['F6', 'F3', 'F4', 'F5'];5
527;5;7;['F1', 'F3'];5
528;2;19;['F3', 'F6', 'F1', 'F2', 'F4'];5
529;12;17;['F3', 'F2'];5
530;14;6;['F6', 'F5'];5
531;20;8;['F4', 'F1'];5
532;7;11;['F4', 'F5'];5
533;12;10;['F2', 'F6'];5
534;20;10;['F3', 'F4', 'F6'];5
535;18;10;['F1', 'F6'];5
536;3;2;['F3', 'F4', 'F2'];5
537;6;9;['F3', 'F2', 'F4', 'F1'];5
538;19;9;['F3'];5
539;17;11;['F3', 'F4'];5
540;14;8;['F2'];5
541;18;6;['F3', 'F6', 'F4'];5
542;16;19;['F1', 'F6', 'F3'];5
543;6;7;['F2', 'F5'];5
544;9;13;['F4', 'F1', 'F2'];5
545;6;5;['F4', 'F6', 'F5', 'F2'];5
546;5;14;['F1'];5
547;3;10;['F1', 'F6', 'F4'];5
548;2;15;['F4', 'F1'];5
549;15;14;['F2', 'F4', 'F5', 'F3', 'F6'];5
550;11;18;['F5', 'F4'];5
551;18;6;['F5', 'F1'];5
552;9;5;['F4', 'F2', 'F1'];5
553;3;17;['F1', 'F4'];5
554;15;2;['F2', 'F5', 'F3'];5
555;4;13;['F5', 'F2', 'F1'];5
556;6;2;['F4', 'F1'];5
557;11;6;['F4', 'F5', 'F1', 'F6'];5
558;6;18;['F2', 'F5', 'F4', 'F1'];5
559;11;15;['F4', 'F5', 'F3', 'F2'];5
560;16;12;['F3', 'F2', 'F1'];5
561;15;5;['F1', 'F2', 'F5'];5
562;4;14;['F6', 'F1'];5
563;5;9;['F5', 'F4'];5
564;16;20;['F6', 'F3', 'F5'];5
565;14;8;['F3', 'F6'];5
566;20;12;['F4', 'F1', 'F6'];5
567;4;14;['F6', 'F5', 'F2', 'F1'];5
568;13;19;['F1'];5
569;3;10;['F4'];5
570;14;12;['F2'];5
571;13;10;['F2'];5
572;7;13;['F1', 'F6'];5
573;20;9;['F6'];5
574;10;6;['F5', 'F6'];5
575;14;13;['F1', 'F3'];5
576;1;8;['F6', 'F1'];5
577;11;4;['F1', 'F4'];5
578;9;18;['F3', 'F4', 'F1', 'F5'];5
579;9;6;['F4', 'F1', 'F3'];5
580;10;5;['F4', 'F3'];5
581;19;6;['F2'];5
582;14;8;['F6'];5
583;19;16;['F3', 'F5', 'F4', 'F6'];5
584;9;11;['F5', 'F3'];5
585;19;16;['F2', 'F6', 'F4'];5
586;19;1;['F3'];5
587;4;2;['F5'];5
588;13;8;['F6'];5
589;11;14;['F4', 'F5', 'F3'];5
590;17;8;['F2', 'F3', 'F4'];5
591;13;6;['F1', 'F6'];5
592;11;7;['F3', 'F2', 'F4', 'F1', 'F6'];5
593;8;1;['F4', 'F1', 'F6', 'F5'];5
594;5;3;['F4', 'F6', 'F3', 'F2'];5
595;1;13;['F3', 'F1'];5
596;4;2;['F3', 'F2', 'F5'];5
597;13;3;['F3'];5
598;12;13;['F1', 'F5', 'F2', 'F6'];5
599;18;19;['F6', 'F5', 'F3'];5
600;4;10;['F1', 'F6', 'F4'];5
601;6;13;['F6', 'F3', 'F2', 'F1'];5
602;2;11;['F4', 'F1', 'F3', 'F2'];5
603;5;11;['F3'];5
604;6;1;['F5', 'F4'];5
605;15;2;['F2', 'F6'];5
606;1;19;['F6', 'F3', 'F2'];5
607;19;18;['F1', 'F6', 'F2'];5
608;11;16;['F3', 'F1', 'F4'];5
609;4;5;['F6', 'F1', 'F3'];5
610;14;8;['F6', 'F5'];5
611;11;13;['F5', 'F4'];5
612;3;11;['F2', 'F1', 'F3', 'F5'];5
613;20;11;['F4'];5
614;8;13;['F6', 'F2'];5
615;19;4;['F4', 'F5', 'F1', 'F6'];5
616;15;14;['F4', 'F1'];5
617;7;4;['F6', 'F4'];5
618;13;10;['F3', 'F1', 'F5'];5
619;6;12;['F6', 'F1', 'F5', 'F4', 'F3'];5
620;11;3;['F4', 'F2', 'F6', 'F5'];5
621;10;16;['F1', 'F2'];5
622;19;8;['F6', 'F1'];5
623;7;8;['F1'];5
624;11;3;['F6', 'F4'];5
625;11;9;['F1', 'F3', 'F5', 'F4'];5
626;2;10;['F3', 'F5', 'F6'];5
627;3;17;['F5'];5
628;20;19;['F5', 'F4', 'F2'];5
629;5;2;['F1', 'F5', 'F2'];5
630;11;9;['F6', 'F3', 'F5'];5
631;17;19;['F1', 'F3'];5
632;1;11;['F1'];5
633;6;4;['F4', 'F5'];5
634;8;13;['F3', 'F4', 'F6', 'F5'];5
635;17;10;['F5'];5
636;5;20;['F6', 'F3', 'F5', 'F2', 'F1'];5
637;7;15;['F4', 'F6'];5
638;19;3;['F6', 'F2'];5
639;5;19;['F3', 'F6', 'F1', 'F4'];5
640;9;6;['F6', 'F3', 'F5'];5
641;7;3;['F2', 'F3', 'F4'];5
642;12;9;['F2', 'F5', 'F4'];5
643;11;18;['F2'];5
644;9;15;['F2', 'F5', 'F6'];5
645;17;10;['F6'];5
646;5;8;['F6'];5
647;19;12;['F1', 'F4', 'F3', 'F5'];5
648;17;14;['F5', 'F2'];5
649;15;19;['F4', 'F6', 'F5'];5
650;9;14;['F3', 'F2', 'F4', 'F6', 'F1'];5
651;5;20;['F5'];5
652;5;3;['F1'];5
653;11;9;['F5', 'F3', 'F4'];5
654;6;3;['F5', 'F3', 'F2', 'F1'];5
655;7;1;['F4'];5
656;14;17;['F2', 'F3'];5
657;11;2;['F4', 'F2', 'F6'];5
