requestID;source;destination;{function1[r1,r2,r3], Function2[r1,r2,r3], Function3[r1,r2,r3]};RequestedBandwidth
248;5;20;['F1'];5
249;3;7;['F1'];5
250;7;4;['F5'];5
251;11;7;['F4'];5
252;15;9;['F2', 'F4'];5
253;4;17;['F6', 'F5'];5
254;1;4;['F4', 'F6'];5
255;9;3;['F3'];5
256;5;8;['F5', 'F4', 'F1'];5
257;10;20;['F1', 'F2', 'F6', 'F3'];5
258;6;4;['F5', 'F2'];5
259;17;6;['F4'];5
260;14;1;['F4', 'F5'];5
261;3;19;['F2', 'F4', 'F3'];5
262;17;1;['F5', 'F6'];5
263;12;19;['F2', 'F6', 'F3', 'F4'];5
264;7;1;['F1'];5
265;19;8;['F3'];5
266;9;2;['F4', 'F5'];5
267;7;17;['F2', 'F6'];5
268;2;3;['F6', 'F3'];5
269;14;11;['F5', 'F6'];5
270;6;7;['F1', 'F6'];5
271;4;20;['F6', 'F4', 'F3', 'F1'];5
272;3;18;['F1', 'F3'];5
273;11;1;['F5', 'F4', 'F6', 'F3'];5
274;6;13;['F3', 'F1'];5
275;9;20;['F2', 'F6', 'F4', 'F5', 'F3'];5
276;13;4;['F1', 'F6', 'F2', 'F3', 'F4'];5
277;2;13;['F6', 'F1', 'F2'];5
278;8;18;['F4'];5
279;15;18;['F1'];5
280;13;18;['F6', 'F2', 'F1', 'F3'];5
281;20;16;['F3'];5
282;3;16;['F5', 'F4'];5
283;17;2;['F2', 'F3', 'F6', 'F5'];5
284;5;19;['F6', 'F1', 'F4'];5
285;8;13;['F4'];5
286;13;6;['F1'];5
287;9;19;['F4', 'F3', 'F6', 'F2'];5
288;7;5;['F2', 'F3'];5
289;12;10;['F5', 'F2'];5
290;10;11;['F1'];5
291;8;9;['F4', 'F2'];5
292;16;8;['F6', 'F3', 'F1'];5
293;20;2;['F1', 'F3'];5
294;13;14;['F4', 'F3', 'F5', 'F1'];5
295;8;16;['F2', 'F5'];5
296;20;10;['F3', 'F5', 'F2'];5
297;14;2;['F3', 'F6', 'F2', 'F5'];5
298;2;3;['F6', 'F1'];5
299;18;8;['F4', 'F2'];5
300;2;8;['F2', 'F3', 'F5'];5
301;1;5;['F4', 'F6'];5
302;1;17;['F4', 'F5', 'F3'];5
303;13;6;['F1', 'F5', 'F2', 'F4'];5
304;8;9;['F2', 'F5', 'F3'];5
305;10;11;['F4', 'F1', 'F6', 'F2'];5
306;9;10;['F4', 'F6', 'F1'];5
307;5;7;['F5', 'F6', 'F3'];5
308;3;19;['F4', 'F3', 'F6'];5
309;12;6;['F5', 'F4', 'F2'];5
310;2;17;['F3', 'F6', 'F1'];5
311;20;19;['F1', 'F6', 'F2', 'F3'];5
312;8;5;['F3', 'F4', 'F2'];5
313;18;17;['F5', 'F4'];5
314;13;2;['F3'];5
315;7;12;['F1'];5
316;2;18;['F3', 'F6'];5
317;8;3;['F3'];5
318;9;11;['F6', 'F1'];5
319;19;6;['F6', 'F5'];5
320;19;3;['F1'];5
321;18;20;['F3', 'F4'];5
322;17;15;['F6', 'F4'];5
323;9;17;['F1'];5
324;9;10;['F3'];5
325;17;8;['F5'];5
326;3;9;['F1', 'F2', 'F4', 'F5'];5
327;19;17;['F5', 'F4'];5
328;4;7;['F2', 'F4', 'F6', 'F5', 'F1'];5
329;14;9;['F6'];5
330;5;13;['F1', 'F2', 'F4', 'F5'];5
331;20;7;['F1', 'F6', 'F5'];5
332;18;9;['F5', 'F3', 'F2'];5
333;14;7;['F1', 'F6'];5
334;14;17;['F2', 'F1', 'F6'];5
335;10;14;['F4', 'F6', 'F1'];5
336;17;10;['F3', 'F6', 'F5'];5
337;19;15;['F5'];5
338;13;2;['F1', 'F2', 'F4', 'F5'];5
339;14;13;['F5', 'F4'];5
340;8;6;['F1', 'F2', 'F4', 'F3'];5
341;6;16;['F3', 'F4', 'F6', 'F5'];5
342;20;2;['F6'];5
343;13;4;['F6', 'F4', 'F2'];5
344;11;4;['F6', 'F4'];5
345;4;5;['F2'];5
346;13;3;['F1', 'F2', 'F4'];5
347;6;18;['F4', 'F3', 'F1'];5
348;15;14;['F6', 'F4', 'F2', 'F5'];5
349;17;6;['F4', 'F5', 'F3'];5
350;19;11;['F4', 'F2', 'F6', 'F5'];5
351;13;7;['F1', 'F6'];5
352;8;17;['F2'];5
353;13;20;['F3', 'F5'];5
354;16;3;['F5'];5
355;13;18;['F3', 'F6', 'F5'];5
356;12;4;['F2', 'F4'];5
357;1;18;['F4', 'F6', 'F3'];5
358;4;12;['F6', 'F4', 'F2', 'F3'];5
359;16;8;['F2', 'F5', 'F1'];5
360;16;11;['F2'];5
361;9;20;['F5', 'F6', 'F1'];5
362;2;3;['F2', 'F5', 'F6', 'F3'];5
363;1;7;['F1', 'F2', 'F5'];5
364;8;6;['F3'];5
365;18;10;['F3', 'F5'];5
366;16;2;['F4', 'F1', 'F3'];5
367;13;9;['F5', 'F6'];5
368;12;18;['F4', 'F6'];5
369;13;2;['F4', 'F3'];5
370;7;2;['F6', 'F3', 'F1', 'F5'];5
371;12;19;['F2', 'F6', 'F3', 'F5', 'F4'];5
372;15;10;['F5', 'F4', 'F2'];5
373;17;12;['F3', 'F2'];5
374;17;1;['F6', 'F3', 'F5'];5
375;1;6;['F2', 'F4', 'F5', 'F6'];5
376;11;8;['F6'];5
377;19;15;['F2', 'F3'];5
378;16;2;['F1', 'F4', 'F6', 'F5'];5
379;15;19;['F3', 'F2', 'F6'];5
380;14;3;['F3', 'F4'];5
381;12;20;['F2', 'F5', 'F3', 'F6', 'F1'];5
382;9;14;['F2', 'F1', 'F4'];5
383;14;7;['F1', 'F2', 'F3'];5
384;20;6;['F3', 'F4', 'F6', 'F5'];5
385;20;10;['F1', 'F3', 'F5'];5
386;6;19;['F5', 'F2', 'F4'];5
387;7;4;['F6', 'F1'];5
388;6;7;['F3', 'F5', 'F2', 'F6'];5
389;7;17;['F1'];5
390;20;15;['F2'];5
391;19;12;['F5', 'F2'];5
392;6;15;['F2', 'F6', 'F5'];5
393;7;1;['F2', 'F5', 'F3', 'F6'];5
394;9;16;['F1', 'F2', 'F4'];5
395;5;7;['F1', 'F4', 'F3'];5
396;7;18;['F2'];5
397;16;11;['F2'];5
398;9;14;['F1'];5
399;18;3;['F6', 'F4', 'F2'];5
400;1;3;['F1', 'F4'];5
401;10;9;['F5', 'F3', 'F6', 'F2'];5
402;5;2;['F2', 'F5', 'F4'];5
403;15;5;['F6', 'F4', 'F5'];5
404;20;16;['F2', 'F1', 'F4'];5
405;7;16;['F1', 'F5', 'F6'];5
406;14;6;['F3', 'F5'];5
407;9;15;['F4', 'F2'];5
408;6;3;['F5', 'F2'];5
409;11;15;['F2', 'F4', 'F5'];5
410;16;8;['F2'];5
411;4;10;['F1', 'F3'];5
412;11;1;['F1', 'F3', 'F6', 'F2'];5
413;20;4;['F1', 'F2'];5
414;4;16;['F3', 'F5', 'F6', 'F2'];5
415;4;12;['F1', 'F5'];5
416;5;14;['F2', 'F1', 'F3', 'F5'];5
417;2;5;['F1', 'F4'];5
418;10;16;['F4'];5
419;15;1;['F4', 'F3', 'F1', 'F6'];5
420;9;14;['F4', 'F2', 'F5', 'F6'];5
421;6;11;['F3', 'F4'];5
422;3;18;['F2', 'F6', 'F5', 'F4'];5
423;13;1;['F1'];5
424;12;3;['F3', 'F1', 'F5'];5
425;7;6;['F5'];5
426;17;8;['F2', 'F5', 'F3'];5
427;2;3;['F3', 'F2'];5
428;20;14;['F1', 'F4', 'F2'];5
429;6;11;['F2', 'F3', 'F1', 'F4', 'F5'];5
430;20;7;['F5', 'F4', 'F1'];5
431;18;14;['F2', 'F6', 'F4', 'F5'];5
432;7;17;['F1', 'F4', 'F2'];5
433;10;14;['F1', 'F6', 'F3', 'F4'];5
434;20;17;['F4', 'F5', 'F2'];5
435;5;9;['F5'];5
436;12;10;['F4', 'F3'];5
437;2;15;['F3', 'F6'];5
438;12;9;['F4', 'F6', 'F1'];5
439;13;15;['F5', 'F1'];5
440;14;16;['F4', 'F3', 'F5', 'F2'];5
441;4;8;['F5', 'F2'];5
442;10;3;['F2', 'F3'];5
443;18;14;['F6'];5
444;15;16;['F5', 'F4'];5
445;10;3;['F4', 'F1', 'F5'];5
446;1;18;['F6', 'F5'];5
447;12;7;['F6'];5
448;16;11;['F2', 'F3', 'F1', 'F4'];5
449;15;9;['F4', 'F2'];5
450;3;18;['F2', 'F6', 'F1', 'F3'];5
451;3;15;['F1'];5
452;10;14;['F2', 'F1'];5
453;15;16;['F3', 'F5'];5
454;17;8;['F4', 'F2'];5
455;1;6;['F6'];5
456;11;18;['F3', 'F2', 'F6'];5
457;13;16;['F3', 'F4', 'F5'];5
458;15;8;['F5', 'F1', 'F2'];5
459;11;10;['F5'];5
460;8;7;['F3', 'F4'];5
461;17;10;['F1'];5
462;4;18;['F3', 'F5'];5
463;6;5;['F1', 'F4', 'F2'];5
464;14;8;['F4', 'F1', 'F5'];5
465;3;14;['F6', 'F3'];5
466;12;5;['F4', 'F5', 'F2', 'F6'];5
467;14;10;['F1', 'F4', 'F6', 'F3'];5
468;12;18;['F2'];5
469;16;7;['F5'];5
470;6;14;['F5', 'F3', 'F6'];5
471;9;17;['F5', 'F1', 'F3'];5
472;4;14;['F2'];5
473;20;11;['F4', 'F2', 'F1'];5
474;13;9;['F2', 'F5', 'F1'];5
475;9;14;['F4', 'F6', 'F2'];5
476;18;14;['F5', 'F1'];5
477;9;3;['F4', 'F2', 'F1', 'F5'];5
478;13;5;['F6', 'F5', 'F1', 'F4'];5
479;15;20;['F2', 'F6', 'F1', 'F5'];5
480;3;11;['F1', 'F2', 'F6'];5
481;10;16;['F4', 'F6', 'F1'];5
482;16;3;['F4', 'F2', 'F1'];5
483;3;5;['F2'];5
484;13;9;['F6', 'F5', 'F2', 'F3'];5
485;1;5;['F6', 'F4'];5
486;12;18;['F3', 'F4', 'F5'];5
487;8;7;['F1', 'F5', 'F6'];5
488;10;11;['F4'];5
489;3;16;['F3'];5
490;18;19;['F2'];5
491;11;8;['F1', 'F6'];5
492;2;17;['F2'];5
493;17;9;['F4', 'F1'];5
494;10;4;['F5', 'F3', 'F2'];5
495;19;1;['F4', 'F2', 'F3', 'F1', 'F5'];5
496;7;5;['F3', 'F5', 'F2', 'F4'];5
497;1;12;['F3', 'F6', 'F5'];5
498;1;4;['F2', 'F4', 'F1'];5
499;13;1;['F1', 'F2'];5
500;15;4;['F6', 'F3'];5
501;2;4;['F6', 'F5', 'F3'];5
502;13;7;['F2', 'F5', 'F4', 'F1'];5
503;4;11;['F2', 'F1', 'F5'];5
504;19;7;['F1', 'F4'];5
505;17;6;['F5', 'F3', 'F2'];5
506;4;9;['F2', 'F6'];5
507;11;10;['F5', 'F4'];5
508;17;15;['F6', 'F4', 'F2'];5
509;7;19;['F5', 'F1'];5
510;19;13;['F4', 'F5'];5
511;12;9;['F6', 'F4', 'F2'];5
512;10;9;['F2', 'F1'];5
513;14;18;['F6', 'F1'];5
514;11;3;['F4', 'F1'];5
515;2;4;['F3', 'F6'];5
516;18;20;['F4'];5
517;12;5;['F5', 'F6'];5
518;4;18;['F2', 'F3', 'F6', 'F5'];5
519;11;7;['F2', 'F1', 'F5'];5
520;7;13;['F4', 'F3', 'F5'];5
521;4;3;['F6'];5
522;14;15;['F5', 'F1'];5
523;6;7;['F3'];5
524;17;14;['F5'];5
525;4;17;['F4', 'F3'];5
526;5;12;['F1', 'F6', 'F2'];5
527;4;5;['F5', 'F2', 'F1', 'F4'];5
528;8;12;['F4', 'F1', 'F5'];5
529;14;7;['F4', 'F2', 'F5'];5
530;18;16;['F3', 'F6', 'F2'];5
531;10;9;['F2'];5
532;3;13;['F5'];5
533;8;1;['F2', 'F6', 'F5'];5
534;3;10;['F1', 'F3', 'F5', 'F2'];5
535;5;13;['F4', 'F3', 'F5'];5
536;20;6;['F2', 'F4', 'F6'];5
537;1;12;['F5', 'F2'];5
538;9;4;['F6'];5
539;15;18;['F1'];5
540;17;18;['F3', 'F1'];5
541;4;7;['F4'];5
542;2;5;['F3', 'F4', 'F6'];5
543;12;14;['F4', 'F1'];5
544;15;18;['F4', 'F3', 'F2', 'F6', 'F1'];5
545;9;12;['F6', 'F5'];5
546;18;10;['F2'];5
547;8;12;['F4', 'F6', 'F2', 'F1'];5
548;13;1;['F5', 'F4', 'F3', 'F2'];5
549;16;8;['F5'];5
550;1;17;['F6'];5
551;14;9;['F3'];5
552;2;1;['F4', 'F6'];5
553;15;5;['F4'];5
554;8;2;['F4'];5
555;11;17;['F1'];5
556;17;8;['F2', 'F3', 'F1'];5
557;9;19;['F2', 'F3'];5
558;5;12;['F4'];5
559;5;1;['F5', 'F4', 'F1', 'F6'];5
560;14;16;['F5', 'F2', 'F4'];5
561;8;11;['F3'];5
562;12;19;['F1', 'F2'];5
563;16;9;['F3', 'F2', 'F6', 'F4', 'F1', 'F5'];5
564;2;4;['F5', 'F6'];5
565;14;19;['F4', 'F6', 'F2', 'F3'];5
566;6;12;['F3', 'F5', 'F4'];5
567;10;14;['F6', 'F4'];5
568;1;15;['F1', 'F3', 'F4', 'F2'];5
569;19;12;['F4', 'F2', 'F1', 'F3', 'F6'];5
570;9;8;['F4', 'F3', 'F1', 'F5'];5
571;17;12;['F3', 'F1', 'F5'];5
572;11;10;['F6'];5
573;8;6;['F1', 'F2', 'F6'];5
574;18;11;['F6', 'F3', 'F4', 'F1'];5
575;12;18;['F1', 'F4', 'F5'];5
576;3;2;['F1'];5
577;9;10;['F1', 'F6', 'F4'];5
578;14;19;['F3', 'F1'];5
579;2;20;['F3', 'F5', 'F2'];5
580;10;9;['F2', 'F6', 'F4'];5
581;16;11;['F3', 'F5', 'F4', 'F6'];5
582;14;7;['F5', 'F3', 'F6'];5
583;12;10;['F5'];5
584;6;10;['F6', 'F4', 'F3'];5
585;5;14;['F4', 'F5', 'F3', 'F1', 'F2'];5
586;2;18;['F6', 'F3', 'F2', 'F1'];5
587;4;9;['F3', 'F5', 'F1'];5
588;2;11;['F3'];5
589;19;13;['F2'];5
590;3;20;['F6', 'F5'];5
591;14;19;['F1'];5
592;20;4;['F3', 'F4'];5
593;2;15;['F4', 'F3'];5
594;6;3;['F3', 'F4', 'F5'];5
595;8;18;['F5', 'F4', 'F6'];5
596;11;12;['F4', 'F3', 'F5', 'F2', 'F6'];5
597;4;17;['F1', 'F5', 'F4'];5
598;4;6;['F3', 'F5', 'F6', 'F4'];5
599;10;5;['F3', 'F2'];5
600;18;8;['F4', 'F5', 'F3', 'F6'];5
601;18;6;['F6'];5
602;6;2;['F3', 'F4', 'F2'];5
603;8;9;['F6', 'F1', 'F2', 'F4'];5
604;2;10;['F5', 'F4', 'F1', 'F3'];5
605;8;11;['F4', 'F3', 'F5', 'F6'];5
606;6;7;['F6', 'F1', 'F4', 'F2'];5
607;15;11;['F1', 'F6', 'F4', 'F3'];5
608;10;2;['F4'];5
609;6;5;['F5', 'F6', 'F4'];5
610;2;13;['F4'];5
611;7;10;['F1', 'F3', 'F4'];5
612;10;4;['F1', 'F2', 'F5'];5
613;16;7;['F4', 'F2', 'F3'];5
614;14;4;['F1'];5
615;13;14;['F2', 'F6', 'F1'];5
616;6;15;['F2', 'F4'];5
617;7;8;['F3', 'F2', 'F6'];5
618;14;17;['F1'];5
619;14;20;['F6', 'F2', 'F1', 'F4'];5
620;6;3;['F4', 'F5', 'F2', 'F3'];5
621;2;1;['F3', 'F6'];5
622;8;3;['F4', 'F5', 'F6'];5
623;19;15;['F6', 'F4'];5
624;12;7;['F2', 'F5', 'F1'];5
625;4;9;['F2', 'F3'];5
626;3;17;['F4', 'F1', 'F2'];5
627;4;14;['F3', 'F1', 'F6', 'F4'];5
628;13;8;['F1', 'F3'];5
629;14;17;['F6', 'F2', 'F1'];5
630;7;5;['F2', 'F3'];5
631;18;6;['F6', 'F4'];5
632;6;4;['F4', 'F3', 'F2'];5
633;4;2;['F3', 'F1', 'F6'];5
634;10;8;['F4'];5
635;17;3;['F4', 'F3', 'F2', 'F5'];5
636;14;8;['F2', 'F5'];5
637;6;16;['F6', 'F5'];5
638;19;2;['F5', 'F6'];5
639;3;17;['F1', 'F3', 'F6'];5
640;6;10;['F3', 'F1', 'F5'];5
641;2;5;['F3', 'F6'];5
642;15;2;['F6'];5
643;5;7;['F1', 'F3', 'F6'];5
644;10;5;['F5', 'F2', 'F3', 'F1'];5
645;20;17;['F6', 'F5'];5
646;3;11;['F4', 'F3', 'F6', 'F5'];5
647;4;1;['F3', 'F4', 'F2'];5
648;17;4;['F1'];5
649;16;17;['F1'];5
650;2;11;['F2', 'F6'];5
651;11;14;['F5'];5
652;7;6;['F1', 'F2', 'F3', 'F4'];5
653;7;19;['F1', 'F2', 'F3'];5
654;8;14;['F6'];5
655;19;15;['F2'];5
656;20;13;['F5', 'F2'];5
657;16;8;['F6', 'F1', 'F2', 'F5'];5
658;19;10;['F4', 'F1', 'F2'];5
659;9;19;['F3', 'F1'];5
660;6;11;['F3', 'F4'];5
661;3;6;['F2', 'F1', 'F5'];5
662;12;11;['F3', 'F6'];5
663;15;5;['F4', 'F2'];5
