requestID;source;destination;{function1[r1,r2,r3], Function2[r1,r2,r3], Function3[r1,r2,r3]};RequestedBandwidth
48;9;17;['F2', 'F6', 'F3', 'F1', 'F5'];5
49;12;13;['F1', 'F4', 'F2', 'F3', 'F6'];5
50;4;17;['F3', 'F2'];5
51;16;8;['F6', 'F4', 'F5'];5
52;5;13;['F2', 'F3', 'F5'];5
53;2;14;['F4'];5
54;18;15;['F3'];5
55;11;2;['F5', 'F2', 'F1'];5
56;12;14;['F2', 'F5', 'F3', 'F6'];5
57;9;10;['F4'];5
58;8;10;['F5', 'F1'];5
59;19;16;['F6', 'F4', 'F5'];5
60;14;18;['F2'];5
61;5;10;['F1', 'F5', 'F2'];5
62;9;6;['F4', 'F6', 'F3'];5
63;6;9;['F4', 'F2', 'F3'];5
64;2;3;['F3', 'F1'];5
65;12;19;['F3', 'F2'];5
66;19;15;['F2'];5
67;13;8;['F5'];5
68;11;14;['F4', 'F3'];5
69;3;6;['F3'];5
70;1;6;['F2', 'F6'];5
71;14;16;['F6', 'F1', 'F5', 'F2'];5
72;8;15;['F1', 'F6', 'F5'];5
73;15;3;['F5', 'F3', 'F1', 'F6'];5
74;8;1;['F4', 'F5'];5
75;18;6;['F6', 'F3', 'F5'];5
76;1;12;['F4'];5
77;18;5;['F1'];5
78;5;4;['F1', 'F6'];5
79;6;16;['F5', 'F3', 'F4'];5
80;18;2;['F5', 'F2', 'F6'];5
81;4;9;['F4', 'F2', 'F6', 'F5'];5
82;8;15;['F5', 'F3'];5
83;14;16;['F6', 'F5', 'F1', 'F3'];5
84;2;17;['F1'];5
85;5;16;['F4', 'F5', 'F6', 'F1'];5
86;10;16;['F6', 'F3', 'F4', 'F1', 'F5'];5
87;4;16;['F4', 'F1'];5
88;20;11;['F6', 'F2', 'F4'];5
89;8;4;['F6', 'F2', 'F5'];5
90;12;15;['F4', 'F1', 'F5'];5
91;17;7;['F3'];5
92;8;3;['F4', 'F6', 'F3'];5
93;4;2;['F4'];5
94;12;20;['F3', 'F2'];5
95;9;12;['F4', 'F3', 'F1', 'F6', 'F5'];5
96;8;3;['F4', 'F2', 'F3', 'F1', 'F5'];5
97;13;9;['F5', 'F6', 'F1', 'F3'];5
98;9;11;['F6', 'F3', 'F1'];5
99;15;5;['F3'];5
100;1;6;['F6'];5
101;12;6;['F3', 'F2', 'F5'];5
102;10;5;['F2'];5
103;18;8;['F1', 'F4'];5
104;11;8;['F1', 'F5', 'F3', 'F2'];5
105;16;20;['F5', 'F3', 'F1'];5
106;11;6;['F4', 'F3'];5
107;6;16;['F5'];5
108;17;18;['F1', 'F3', 'F6'];5
109;3;4;['F2', 'F3'];5
110;1;15;['F3', 'F6', 'F1', 'F2', 'F5'];5
111;16;3;['F1', 'F5'];5
112;7;5;['F5', 'F3'];5
113;14;1;['F6', 'F4'];5
114;20;1;['F2'];5
115;1;15;['F1', 'F5', 'F2', 'F4'];5
116;3;19;['F2', 'F5'];5
117;8;18;['F5', 'F3', 'F2', 'F6'];5
118;5;1;['F3', 'F4', 'F2', 'F6', 'F5'];5
119;19;13;['F4'];5
120;16;19;['F4', 'F1', 'F5'];5
121;17;7;['F4'];5
122;9;16;['F6', 'F5'];5
123;16;3;['F2', 'F4'];5
124;17;13;['F5', 'F3'];5
125;14;5;['F3'];5
126;14;9;['F4', 'F2', 'F3'];5
127;6;18;['F6'];5
128;17;4;['F3', 'F6', 'F2', 'F5'];5
129;12;11;['F1'];5
130;6;11;['F5', 'F6', 'F4', 'F3', 'F2'];5
131;5;9;['F1', 'F6'];5
132;14;9;['F3'];5
133;17;1;['F2', 'F1', 'F4'];5
134;7;19;['F2'];5
135;15;1;['F6', 'F4', 'F5', 'F3'];5
136;15;8;['F1', 'F6', 'F3', 'F4'];5
137;15;7;['F4', 'F1'];5
138;9;17;['F5', 'F1', 'F4'];5
139;7;3;['F2', 'F5'];5
140;1;5;['F3', 'F1'];5
141;20;16;['F4', 'F1'];5
142;3;2;['F1', 'F6', 'F5', 'F3'];5
143;1;5;['F6', 'F3'];5
144;8;10;['F2', 'F3', 'F6'];5
145;14;17;['F3', 'F2'];5
146;18;10;['F3', 'F2', 'F6'];5
147;20;12;['F1', 'F4'];5
148;16;8;['F2', 'F4', 'F5', 'F6'];5
149;10;8;['F3', 'F4'];5
150;4;18;['F6', 'F4', 'F5'];5
151;12;8;['F2', 'F4', 'F5'];5
152;20;13;['F3'];5
153;11;12;['F6', 'F3', 'F2'];5
154;18;9;['F4', 'F1', 'F2', 'F3'];5
155;3;10;['F1'];5
156;4;17;['F1', 'F3', 'F4', 'F6'];5
157;8;6;['F3', 'F1', 'F5'];5
158;11;3;['F3', 'F5'];5
159;15;10;['F5'];5
160;8;6;['F4', 'F1'];5
161;17;10;['F1', 'F5'];5
162;10;18;['F5'];5
163;19;15;['F5', 'F6', 'F1', 'F4', 'F3'];5
164;4;12;['F1'];5
165;7;16;['F3', 'F2'];5
166;2;20;['F3', 'F2', 'F4', 'F5'];5
167;6;9;['F5'];5
168;16;7;['F4', 'F6', 'F5', 'F1', 'F3'];5
169;15;5;['F1', 'F3'];5
170;17;4;['F5', 'F4'];5
171;14;17;['F2', 'F1', 'F4'];5
172;8;16;['F6', 'F3'];5
173;11;1;['F5', 'F1', 'F2', 'F4'];5
174;17;5;['F6', 'F1', 'F3'];5
175;16;11;['F1', 'F6', 'F5'];5
176;19;6;['F5', 'F1', 'F3', 'F2'];5
177;20;10;['F6', 'F1'];5
178;18;12;['F2', 'F1'];5
179;7;2;['F3', 'F2'];5
180;4;13;['F6', 'F2', 'F5', 'F4'];5
181;19;3;['F5', 'F4', 'F2'];5
182;15;16;['F4', 'F6', 'F1'];5
183;20;16;['F1'];5
184;14;7;['F6', 'F4', 'F2'];5
185;12;14;['F1', 'F4', 'F3'];5
186;18;17;['F2', 'F4', 'F6', 'F1'];5
187;17;13;['F1', 'F3'];5
188;4;9;['F3', 'F2', 'F6'];5
189;11;5;['F5', 'F3', 'F1', 'F4'];5
190;7;17;['F2', 'F4', 'F5'];5
191;9;20;['F2', 'F4', 'F1', 'F6'];5
192;13;12;['F4', 'F5', 'F2'];5
193;13;11;['F5', 'F6', 'F4'];5
194;9;19;['F4', 'F1'];5
195;11;10;['F2', 'F6'];5
196;6;12;['F5', 'F4', 'F3'];5
197;16;8;['F5', 'F6'];5
198;10;18;['F1', 'F6'];5
199;4;19;['F5', 'F2', 'F4', 'F1'];5
200;13;18;['F6', 'F5', 'F3', 'F4'];5
